2,3,4
1.4,0.2,0
1.4,0.2,0
1.3,0.2,0
1.5,0.2,0
1.4,0.2,0
1.7,0.4,0
1.4,0.3,0
1.5,0.2,0
1.4,0.2,0
1.5,0.1,0
1.5,0.2,0
1.6,0.2,0
1.4,0.1,0
1.1,0.1,0
1.2,0.2,0
1.5,0.4,0
1.3,0.4,0
1.4,0.3,0
1.7,0.3,0
1.5,0.3,0
1.7,0.2,0
1.5,0.4,0
1.0,0.2,0
1.7,0.5,0
1.9,0.2,0
1.6,0.2,0
1.6,0.4,0
1.5,0.2,0
1.4,0.2,0
1.6,0.2,0
1.6,0.2,0
1.5,0.4,0
1.5,0.1,0
1.4,0.2,0
1.5,0.1,0
1.2,0.2,0
1.3,0.2,0
1.5,0.1,0
1.3,0.2,0
1.5,0.2,0
1.3,0.3,0
1.3,0.3,0
1.3,0.2,0
1.6,0.6,0
1.9,0.4,0
1.4,0.3,0
1.6,0.2,0
1.4,0.2,0
1.5,0.2,0
1.4,0.2,0
4.0,0.5,1
3.0999999999999996,-0.10000000000000009,1
3.9000000000000004,0.10000000000000009,1
3.5999999999999996,-0.19999999999999996,1
3.8,0.20000000000000018,1
4.6,0.10000000000000009,1
2.5,-0.30000000000000004,1
4.3,-0.19999999999999996,1
3.8,-0.19999999999999996,1
4.1,0.5,1
3.0999999999999996,0.0,1
3.3,-0.10000000000000009,1
3.5,0.10000000000000009,1
3.0,0.0,1
3.0999999999999996,0.3999999999999999,1
3.3,0.2999999999999998,1
3.5,-0.19999999999999996,1
4.7,0.20000000000000018,1
4.9,0.2999999999999998,1
3.0,-0.5,1
3.7,0.2999999999999998,1
2.9000000000000004,0.0,1
4.7,0.0,1
2.9000000000000004,-0.19999999999999996,1
3.7,0.10000000000000009,1
4.0,-0.19999999999999996,1
2.8,-0.19999999999999996,1
2.9000000000000004,-0.19999999999999996,1
3.5999999999999996,0.10000000000000009,1
3.8,-0.3999999999999999,1
4.1,-0.10000000000000009,1
4.4,0.0,1
3.5999999999999996,0.20000000000000018,1
3.0999999999999996,-0.5,1
3.5999999999999996,-0.6000000000000001,1
4.1,0.2999999999999998,1
3.5999999999999996,0.3999999999999999,1
3.5,-0.19999999999999996,1
2.8,-0.19999999999999996,1
3.4000000000000004,0.10000000000000009,1
3.5999999999999996,0.3999999999999999,1
3.0999999999999996,0.2999999999999998,1
3.0999999999999996,-0.10000000000000009,1
3.9000000000000004,0.2999999999999998,1
3.7,0.5,1
3.2,0.2999999999999998,1
3.0,-0.10000000000000009,1
3.2,0.0,1
3.4000000000000004,0.2999999999999998,1
3.0999999999999996,-0.19999999999999996,1
